log_number,X_uuid,cluster_location_id,date_assessment,governorate_mcna_r,district_mcna,enumerator_num,question.name,issue,action,changed,old.value,new.value,flag_index
518,48bc03bc-9dca-4e74-9b4a-263aedeee4ee,24631,23-Aug,NA,dibis,54,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,4,4,6
519,48e394f4-dc38-42af-924b-20b5c850a486,25247,16-Aug,NA,khanaqin,3,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,1,1,6
520,491c9c14-8047-48f7-b384-33904193e66f,NA,9-Aug,al.sulaymaniyah,halabcha,36,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,2,2,6
520,44010faa-7146-404f-ac82-9dc62a4b6955,NA,15-Sep,ninewa,al.mosul,106,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,2,2,6
521,492773f9-88df-40c3-9aa5-5d46759fab2a,NA,11-Aug,ninewa,telafar,106,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,1,1,6
522,498cdc91-a203-4fc7-8212-ae231d024a0d,NA,12-Aug,al.sulaymaniyah,rania,36,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,1,1,6
523,499dc920-23c5-45a6-89e4-305b20fa18be,NA,4-Aug,ninewa,al.hamdaniya,99,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,4,4,6
524,49efe99c-6e79-4888-a6ae-d1357ada11ca,NA,6-Aug,ninewa,sinjar,99,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,6,6,6
525,4bbc5d87-ea14-423f-9a21-90ca40914af0,25866,8-Aug,NA,tooz.khurmato,71,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,2,2,6
526,4bc325b7-949b-4f8b-a7dc-632312b3aca5,NA,14-Aug,baghdad,al.kadhmiyah,99,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,2,2,6
527,4ce1e4b2-12e0-4eb1-9dfd-0c32ee721ec5,20484,10-Aug,NA,tooz.khurmato,76,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,2,2,6
528,4d7145bc-ff98-40b6-8280-7d42daba52ae,29614,30-Jul,NA,sumail,97,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,1,1,6
529,4ea67741-1d17-4187-b444-44060d6b97d9,NA,22-Jul,diyala,al.muqdadiya,2,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,2,2,6
530,4f42a523-5480-45af-a3e8-13c0841bff5d,25556,13-Aug,NA,kirkuk,58,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,4,4,6
531,4f8efd9c-a710-44b4-bc16-c49b715361c4,NA,15-Aug,baghdad,al.karkh,22,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,2,2,6
532,4fd4bf34-a143-4b2b-9fb8-7e6e69471eba,NA,16-Aug,al.qadissiya,al.diwaniya,101,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,5,5,6
533,501239b3-7f97-49ff-9791-bb4c7fc77c05,NA,5-Aug,ninewa,sinjar,99,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,3,3,6
534,50b17f56-6e42-481b-ba54-3cbc81ac3499,7945,29-Jul,NA,duhok,86,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,3,3,6
535,50ba7a8c-844f-4d3f-bd98-7c08b5d19020,25872,6-Aug,NA,tooz.khurmato,76,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,3,3,6
536,5259c00b-8db5-47c7-902b-0ce7eb0866df,NA,6-Aug,al.sulaymaniyah,dokan,35,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,2,2,6
537,52a47ab0-f2fc-4b5d-b467-cd35e7add45d,33122,29-Jul,NA,al.shirqat,78,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,3,3,6
538,52d199f5-508a-406d-84ba-2ddada01e3a9,NA,9-Aug,salah.al.din,tikrit,21,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,2,2,6
539,52e86ae8-157f-47b2-9b73-be6cf89038bd,NA,16-Aug,al.qadissiya,al.diwaniya,99,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,3,3,6
540,5341ca45-f030-4b1d-a8f5-14de4b61dc17,12948,20-Aug,NA,shaqlawa,122,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,3,3,6
541,5346123f-3f6b-4e5e-b62f-d6dc8ad8cb2d,25866,8-Aug,NA,tooz.khurmato,71,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,4,4,6
542,54206f1b-5611-4bec-8611-086cad3758f4,24596,29-Jul,NA,sumail,98,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,1,1,6
543,5460939e-fa82-4b83-8b4a-54b42cf6b561,31726,26-Jul,NA,kirkuk,54,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,2,2,6
544,5499fb29-754f-4377-afc5-076b607d8b9b,NA,6-Aug,al.sulaymaniyah,halabcha,36,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,2,2,6
545,54f65103-a8a0-460c-adf9-5a0c57a33e65,NA,12-Aug,ninewa,al.baaj,99,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,3,3,6
546,551816bf-8343-444f-808b-bbcdd7297994,NA,15-Aug,al.anbar,ana,110,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,2,2,6
547,55b8eeb0-53ca-4668-9d76-f40bda028fdf,20689,30-Jul,NA,beygee,74,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,3,3,6
548,55ed8c07-d917-43f9-91c3-60e7ebf124b7,NA,5-Aug,al.sulaymaniyah,dokan,35,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,3,3,6
549,561f67fd-72d0-46d9-aac3-0f2e0f31522c,NA,14-Aug,baghdad,al.kadhmiyah,110,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,3,3,6
550,56acef07-12c6-4659-b9e0-7df22e43c579,32033,6-Aug,NA,zakho,87,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,5,5,6
551,57301d11-e4ca-431f-8de4-a88396b79e37,33878,1-Jan,NA,erbil,123,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,2,2,6
552,575ee57a-0a4b-44c2-b780-a488bb6d595a,33402,27-Jul,NA,al.shirqat,74,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,2,2,6
553,57a96fd3-0f47-41aa-a9ea-2e25ff954bcf,14555,5-Aug,NA,beygee,81,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,1,1,6
554,57c17f71-fc45-4a16-8878-507467a43f9a,8783,11-Aug,NA,aqra,91,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,4,4,6
555,57e17a6b-9262-4480-a286-e29d139078c6,NA,23-Jul,al.sulaymaniyah,halabcha,36,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,2,2,6
556,5894a132-80ca-4f95-a505-e22a353b381a,NA,15-Aug,baghdad,al.karkh,22,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,2,2,6
557,58e96eb0-ec38-498a-a0d7-717e785e69cf,17752,8-Aug,NA,al.shikhan,97,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,2,2,6
558,59d8aa79-aa1d-4a84-b19a-b9220428fc20,25866,6-Aug,NA,tooz.khurmato,70,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,2,2,6
559,59ed0adc-24d9-401b-85bd-620952ac8fc7,NA,5-Aug,al.anbar,al.kaim,15,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,3,3,6
559,52e3ebc1-e288-4356-a5bc-2742db836276,152,18-Sep,NA,heet,15,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,3,3,6
560,5a86a5f7-9fcb-4965-afd2-368caf4867df,32032,6-Aug,NA,zakho,91,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,3,3,6
561,5a96a511-1811-4fe0-9ce9-350539200c2e,169,8-Sep,NA,al.falluja,13,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,2,2,6
562,5bed896d-d20d-408a-8284-ba566b0f86c4,8369,30-Jul,NA,sumail,91,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,3,3,6
563,5c268c27-73af-47de-b4d8-c75d95454ba4,33123,27-Jul,NA,al.shirqat,77,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,1,1,6
563,53970adb-b27d-451a-a61b-acf3d44c05d8,312,16-Sep,NA,heet,15,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,3,3,6
564,5c3e9dab-bbba-44ce-9399-8b320bebf736,NA,15-Aug,baghdad,al.karkh,15,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,2,2,6
565,5c5ac458-17c2-468f-8631-e911a003fa48,NA,6-Aug,salah.al.din,balad,14,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,1,1,6
566,5c7515ff-4d00-488a-b347-778b41eabe4f,NA,30-Jul,al.anbar,al.rutba,13,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,1,1,6
567,5ceaed25-8cbd-4929-9b28-912e27c28d81,NA,16-Aug,al.qadissiya,al.diwaniya,101,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,4,4,6
568,5d003e5f-11fd-4a41-8cfc-aee2c108eb5e,NA,6-Aug,al.sulaymaniyah,dokan,35,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,2,2,6
569,5d050ad3-4c0f-4a42-b900-0fc56f45ddb3,NA,22-Jul,al.sulaymaniyah,chamchamal,36,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,4,4,6
570,5db9132b-fbf5-41cc-bad2-4e207d004627,NA,6-Aug,salah.al.din,al.daur,21,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,1,1,6
571,5dd8aa4b-0abf-4f49-8e69-3494e994b4c2,22581,5-Aug,NA,beygee,75,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,3,3,6
572,5e04d8c0-a213-44a2-95e4-d4506001ce7e,NA,28-Jul,al.anbar,ana,17,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,1,1,6
573,5e3ccceb-8d8b-4634-9687-8416a3568661,23853,10-Sep,NA,al.falluja,18,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,3,3,6
574,5e43cf6b-1010-4fdb-ab32-8d4a3688a858,NA,13-Aug,baghdad,al.mahmoudiya,110,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,2,2,6
575,5e6c6c4f-fed0-4d78-95dd-304e450a09c3,25754,7-Aug,NA,tooz.khurmato,74,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,2,2,6
576,5f181a4c-2d62-4518-af9f-c6c95b310940,NA,5-Aug,ninewa,sinjar,101,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,1,1,6
577,6018be18-339d-4d0d-bfb2-85aea4557ac5,8783,10-Aug,NA,aqra,94,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,3,3,6
578,606f3f23-ae87-4739-810c-6bc0a117825c,7945,27-Jul,NA,duhok,87,covid_dropout,number of children dropping out of school (prior to COVID) is bigger than the number of children not attending formal education,Flagged,NA,4,4,6
